model,n,first,second,difference,low,high,p,exact,discordant,p_floor,dz
GPT,25,0.708888888888889,0.23999999999999996,0.4688888888888889,0.3222222222222222,0.6177777777777778,9.999000099990002e-05,False,19.0,3.814697265625e-06,1.2160154630683184
Claude,25,0.708888888888889,0.20666666666666664,0.5022222222222222,0.34,0.6644444444444444,9.999000099990002e-05,False,19.0,3.814697265625e-06,1.2004701641836948
Gemini,20,0.6203703703703703,0.36,0.26388888888888895,0.11388888888888889,0.425,0.0032958984375,True,14.0,0.0001220703125,0.7196491477114891
DeepSeek,25,0.668888888888889,0.42666666666666664,0.24222222222222223,0.13555555555555554,0.3622222222222222,9.999000099990002e-05,False,20.0,1.9073486328125e-06,0.8278149415813942
Mistral,25,0.46222222222222215,0.22666666666666666,0.23555555555555557,0.14444444444444446,0.3311111111111111,0.00019998000199980003,False,21.0,9.5367431640625e-07,0.9678952738150322
Gemma,25,0.5511111111111111,0.30666666666666664,0.24444444444444444,0.08,0.40888888888888886,0.0065993400659934,False,17.0,1.52587890625e-05,0.5853672926092105
Macro-average,24,0.6200617283950618,0.29444444444444445,0.3262037037037037,0.22776224415204674,0.43203935185185177,,,,,
